,Precentral_L,Precentral_R,Frontal_Sup_L,Frontal_Sup_R,Frontal_Sup_Orb_L,Frontal_Sup_Orb_R,Frontal_Mid_L,Frontal_Mid_R,Frontal_Mid_Orb_L,Frontal_Mid_Orb_R,Frontal_Inf_Oper_L,Frontal_Inf_Oper_R,Frontal_Inf_Tri_L,Frontal_Inf_Tri_R,Frontal_Inf_Orb_L,Frontal_Inf_Orb_R,Rolandic_Oper_L,Rolandic_Oper_R,Supp_Motor_Area_L,Supp_Motor_Area_R,Olfactory_L,Olfactory_R,Frontal_Sup_Medial_L,Frontal_Sup_Medial_R,Frontal_Med_Orb_L,Frontal_Med_Orb_R,Rectus_L,Rectus_R,Insula_L,Insula_R,Cingulum_Ant_L,Cingulum_Ant_R,Cingulum_Mid_L,Cingulum_Mid_R,Cingulum_Post_L,Cingulum_Post_R,Hippocampus_L,Hippocampus_R,ParaHippocampal_L,ParaHippocampal_R,Amygdala_L,Amygdala_R,Calcarine_L,Calcarine_R,Cuneus_L,Cuneus_R,Lingual_L,Lingual_R,Occipital_Sup_L,Occipital_Sup_R,Occipital_Mid_L,Occipital_Mid_R,Occipital_Inf_L,Occipital_Inf_R,Fusiform_L,Fusiform_R,Postcentral_L,Postcentral_R,Parietal_Sup_L,Parietal_Sup_R,Parietal_Inf_L,Parietal_Inf_R,SupraMarginal_L,SupraMarginal_R,Angular_L,Angular_R,Precuneus_L,Precuneus_R,Paracentral_Lobule_L,Paracentral_Lobule_R,Caudate_L,Caudate_R,Putamen_L,Putamen_R,Pallidum_L,Pallidum_R,Thalamus_L,Thalamus_R,Heschl_L,Heschl_R,Temporal_Sup_L,Temporal_Sup_R,Temporal_Pole_Sup_L,Temporal_Pole_Sup_R,Temporal_Mid_L,Temporal_Mid_R,Temporal_Pole_Mid_L,Temporal_Pole_Mid_R,Temporal_Inf_L,Temporal_Inf_R,Cerebellum_Crus1_L,Cerebellum_Crus1_R,Cerebellum_Crus2_L,Cerebellum_Crus2_R,Cerebellum_3_L,Cerebellum_3_R,Cerebellum_4_5_L,Cerebellum_4_5_R,Cerebellum_6_L,Cerebellum_6_R,Cerebellum_7b_L,Cerebellum_7b_R,Cerebellum_8_L,Cerebellum_8_R,Cerebellum_9_L,Cerebellum_9_R,Cerebellum_10_L,Cerebellum_10_R,Vermis_1_2,Vermis_3,Vermis_4_5,Vermis_6,Vermis_7,Vermis_8,Vermis_9,Vermis_10
Occipital_Sup_L,0.2160562,0.29369217,-0.31180409,-0.30828631,-0.23541803,0.13445703,-0.11759406,0.28850054,0.24883301,-0.23448526,-0.28798527,0.26522896,-0.60942646,0.16542706,-0.64455881,-0.63375379,0.5165324,0.41740125,0.01630198,0.25463486,0.0903002,-0.0636476,-0.69336753,-0.66207397,-0.17884492,0.03470848,-0.33268735,-0.34695291,0.59126615,0.30080512,-0.30676362,-0.49789551,0.60002471,0.3497043,-0.40625087,-0.0003514,-0.00691017,0.0823512,0.27045079,0.28644272,0.09293842,-0.19990091,0.41448212,0.42406872,0.29421719,0.62894242,0.6091066,0.47404909,0,0.88359895,0.65854319,0.79207389,0.54709413,-0.00700739,0.60955298,0.42967423,-0.04589283,-0.04484601,0.67662701,0.40251139,0.4171134,0.28625211,0.37526218,0.52047724,-0.6759636,-0.04118346,0.65203869,0.59217107,-0.00153342,0.37307192,-0.1421251,-0.0357541,-0.12434408,-0.05435221,-0.03638337,0.02392212,0.11009292,-0.10148487,0.12157122,-0.23272762,0.07912591,-0.01827533,-0.56990882,-0.44048315,-0.73925343,-0.18821279,-0.43673438,-0.5407194,0.14584959,0.54158215,-0.24734742,-0.66938278,-0.47190703,-0.63463159,0.22080468,0.48134055,0.00270965,0.1767729,0.06131954,-0.37348274,0.34327934,-0.16375698,0.15341652,0.16586514,0.11283399,-0.01837486,-0.15227956,0.40400925,-0.14920499,0.22514954,0.2596731,-0.38711719,0.17608007,-0.20935058,-0.20169592,-0.14286978
Occipital_Sup_R,0.15320813,0.39214186,-0.51404098,-0.33805124,-0.07607964,0.30334154,-0.17352651,0.39386533,0.40278828,-0.06562622,-0.29013421,0.35978982,-0.51983989,0.27888207,-0.70811281,-0.53800001,0.59957323,0.25800356,-0.04330025,0.27226897,-0.03475313,-0.113265,-0.79570377,-0.66143935,-0.2585298,0.01173349,-0.4234058,-0.37581448,0.49950123,0.13886918,-0.47372582,-0.61143188,0.48575565,0.27568122,-0.45439063,-0.03218313,-0.05262818,-0.09939033,0.1045078,0.09371445,0.06222006,-0.28702022,0.25781118,0.39747977,0.26686709,0.77283957,0.50555426,0.41787817,0.88359895,0,0.65134175,0.82265692,0.47951618,0.05322083,0.47511603,0.24938001,-0.07514249,-0.05031071,0.5638156,0.3039355,0.38409453,0.42534182,0.29529731,0.50910367,-0.64680156,0.19759684,0.48633804,0.57808002,-0.04555724,0.21923277,-0.35959439,-0.14999003,-0.16170608,-0.03609069,0.05517672,-0.00140023,0.0378145,-0.07130355,0.11986612,-0.22504338,0.19743244,0.05091303,-0.51773789,-0.41755665,-0.65497306,-0.02731521,-0.46986168,-0.59453852,0.19968974,0.64323789,-0.23813268,-0.68436883,-0.42400437,-0.74806726,0.25959971,0.50662727,0.03990606,0.06807997,0.18767285,-0.4631883,0.37576024,-0.25050114,0.1358089,0.12145222,0.1228933,-0.10405456,0.09925584,0.49641704,-0.14945977,0.15411183,0.18393134,-0.30776925,0.21909809,-0.22178198,-0.1040022,-0.29049101
Occipital_Mid_L,-0.03854477,-0.00650825,-0.0592182,0.23721342,-0.01645687,-0.14168581,-0.38124834,-0.12315729,-0.17508521,-0.49469495,-0.57788393,0.2086525,-0.484859,0.04214876,-0.50946804,-0.34595115,0.2144771,0.24578656,-0.39571208,-0.22233938,0.28485449,0.13667218,-0.30421864,-0.19876886,0.36910112,0.55559356,0.17675764,0.22565427,0.01517297,0.02196499,-0.47088765,-0.51765261,0.21144243,-0.17920244,0.10201492,0.34516072,0.52432605,0.54005762,0.57351196,0.62310709,0.36285358,0.22555666,0.68482958,0.67429903,0.39337364,0.44689245,0.58698241,0.64317798,0.65854319,0.65134175,0,0.83602491,0.08370574,-0.10714999,0.63523515,0.69809641,0.09674357,-0.09659106,0.418995,0.08628552,0.16658844,-0.17912853,-0.19967005,-0.03371425,-0.40199,0.05102885,0.54413858,0.53250694,0.18587782,0.41220597,-0.32253672,-0.30812403,0.04156157,0.00022853,0.00203549,0.17459232,0.21767497,-0.30518849,0.16622437,-0.34171855,-0.16716662,-0.2286363,-0.53028437,-0.3470156,-0.57505258,-0.17318416,-0.12112376,-0.30207095,-0.21545025,0.4433,-0.22601153,-0.38433991,-0.31048005,-0.28155549,0.21107844,0.60289104,0.26148861,0.56251299,-0.13667408,-0.22021109,-0.19483258,-0.40766339,-0.27441781,-0.05474097,0.10708701,0.01773567,-0.05816775,0.21673875,0.12913731,0.39408534,0.63895197,-0.11494651,0.10916315,0.15774227,-0.15846832,-0.12740625
Occipital_Mid_R,-0.09735572,0.04108587,-0.37758712,0.09450534,-0.26709953,0.11903945,-0.31686984,0.30082233,0.16773743,-0.21662374,-0.60301542,0.1951038,-0.67278454,0.32357748,-0.74975427,-0.43341904,0.41808718,0.19293722,-0.37596672,-0.07333442,0.11094583,-0.13350877,-0.64674283,-0.42298994,-0.08957504,0.24827053,-0.28959321,-0.20897682,0.25324643,0.05784808,-0.44916211,-0.4851011,0.44752161,0.18873659,-0.20991722,0.18851984,0.12240093,0.17712132,0.29050335,0.37056776,0.13622635,-0.14323225,0.39218953,0.45107143,0.29458581,0.74215392,0.52197025,0.46981261,0.79207389,0.82265692,0.83602491,0,0.2535109,-0.22870725,0.67120468,0.4077243,-0.0991642,-0.21097153,0.48487986,0.13477111,0.26202651,0.16351904,0.14077304,0.34165407,-0.56581358,0.26518893,0.71436287,0.82875346,-0.06500798,0.31894472,-0.32382092,-0.30113145,-0.26955953,-0.27831438,-0.08231761,-0.16732812,0.03889415,-0.39870384,0.04672724,-0.25835355,-0.05977095,-0.05558092,-0.55429716,-0.582291,-0.6935434,0.05671034,-0.32964344,-0.54319864,-0.02491703,0.65071693,-0.21709023,-0.63052824,-0.38073961,-0.56212474,0.3122506,0.57604873,0.29051744,0.40337547,0.13903358,-0.37073767,0.20593149,-0.31050368,-0.02518569,0.05400157,0.21812386,-0.05039734,-0.07705498,0.30799505,-0.03324597,0.25447645,0.41905722,-0.20853804,0.01184898,-0.15886023,-0.32863284,-0.28125998
Occipital_Inf_L,0.35058838,0.68665169,-0.24873715,-0.4935124,-0.13860201,0.40131003,0.35164401,0.58309754,0.56905156,0.17222704,0.11095257,0.33091624,-0.36873103,0.36850132,-0.46479186,-0.66520263,0.55328568,0.54376211,0.3895932,0.63185799,-0.36840945,-0.14949326,-0.65806533,-0.78756202,-0.57329403,-0.51075437,-0.5763102,-0.5963382,0.66399952,0.2757683,-0.03888443,-0.3175521,0.3914052,0.55422305,-0.78897262,-0.43192711,-0.29434261,-0.25120626,-0.13693795,-0.24029792,0.18321084,-0.25354028,-0.16470404,-0.19407145,-0.33376363,0.11737928,0.31351593,0.20483323,0.54709413,0.47951618,0.08370574,0.2535109,0,0.57200479,0.300287,0.02277195,0.28436616,0.50092777,0.53873794,0.58506632,0.564781,0.64394578,0.42587897,0.6310238,-0.79505706,-0.14087834,0.18105378,0.11054599,0.01194594,0.1668401,0.04240656,0.25357888,-0.02297068,0.36850921,-0.21372338,-0.12405916,0.02100919,0.26826337,-0.00559186,0.34696012,0.41830004,0.31614584,-0.63206502,-0.3843075,-0.68105674,-0.38462834,-0.73140787,-0.6860727,0.45837503,0.44801412,0.0486054,-0.54920608,-0.23774368,-0.52328342,0.01279238,-0.19565625,-0.24795987,-0.18086231,0.09225791,-0.26074324,0.52336937,0.08285287,0.41481637,0.37816269,-0.40498554,-0.10201543,-0.28473799,0.24880451,-0.23034385,-0.12872992,-0.19774194,-0.02206983,0.26678348,0.02458001,-0.06134721,0.14789458
Occipital_Inf_R,0.33281181,0.66398135,0.05887239,-0.36878369,0.38384882,0.2341332,0.41785828,0.24329519,0.33154342,0.30976476,0.31613033,0.32265933,0.1233636,0.15097903,-0.01467527,-0.21725572,0.19282597,0.21966369,0.40289783,0.40808807,-0.52071721,-0.10892806,-0.1254147,-0.34643048,-0.20283647,-0.33875175,-0.18091797,-0.25748848,0.1612075,0.0805034,0.05040019,-0.06452317,-0.10684398,0.09003913,-0.4497635,-0.43299239,-0.11374453,-0.17605494,-0.24458114,-0.39028734,0.20308216,-0.15483629,-0.21694367,-0.18170092,-0.3910754,-0.2950745,0.17173418,0.20827029,-0.00700739,0.05322083,-0.10714999,-0.22870725,0.57200479,0,-0.07928572,0.04425149,0.49698696,0.64792295,0.04627919,0.21297636,0.24368547,0.28873331,-0.06941535,0.03718952,-0.39659295,-0.24155062,-0.44028949,-0.49570778,0.16188666,-0.10194998,0.04568046,0.34398757,0.13895957,0.51773568,-0.23799306,0.17966864,0.13484045,0.37460102,0.12963611,0.38804707,0.54732121,0.20029826,-0.22255231,0.06045914,-0.17396806,-0.44694104,-0.39741816,-0.38556597,0.25830305,0.00807685,0.41327985,0.04302608,0.15756262,-0.07468795,-0.32105172,-0.56802208,-0.48014423,-0.46765689,-0.12612079,-0.02234549,0.22149292,0.09875634,0.27293909,0.20721305,-0.50950213,-0.20261302,0.06455082,0.15875936,-0.21930414,-0.31336615,-0.39843325,0.13283715,0.51921842,0.38584554,0.38086491,0.26848178
Fusiform_L,-0.36861666,-0.0705916,-0.17300247,0.25411139,-0.41713177,0.17296705,-0.37979748,0.15331941,-0.07865768,-0.16644812,-0.58542702,-0.14285816,-0.62491203,0.11019202,-0.40863197,-0.17565479,0.24657467,0.37373649,-0.42229311,-0.11814543,0.05127451,-0.02468383,-0.3579692,-0.16519379,-0.00395871,0.15930776,-0.22383084,-0.19751831,0.16720349,0.35491222,-0.19374241,-0.21562539,0.48973955,0.29211136,-0.02393272,0.34154467,0.15617497,0.29540843,0.36294273,0.3574269,0.24682446,0.17347486,0.32031894,0.14089184,0.26674066,0.38797006,0.58185788,0.53069149,0.60955298,0.47511603,0.63523515,0.67120468,0.300287,-0.07928572,0,0.633826,-0.15556807,0.04187519,0.23081601,0.18048199,-0.04813559,0.06022835,0.09514861,0.2960028,-0.38693289,0.03558861,0.63475226,0.60465592,0.13202344,0.58123881,-0.42717996,-0.36409198,-0.06762091,-0.01000847,-0.27529682,-0.00831163,-0.03575946,-0.32772096,0.21713686,0.09300818,-0.03329296,0.09395024,-0.3184685,-0.1720517,-0.48297154,-0.02859129,-0.20947395,-0.28963271,0.00537132,0.37857816,-0.01623605,-0.56395382,-0.12928902,-0.43025352,0.40716855,0.37458398,0.28752025,0.38463965,0.05539356,-0.43674842,0.01327802,-0.54212286,-0.20439601,-0.16730689,-0.23688735,-0.00450398,-0.37805301,-0.14196118,0.09809345,0.3549785,0.55169293,0.04656894,0.03990713,-0.04496319,-0.53457158,-0.07300366
Fusiform_R,-0.16989314,-0.1188344,0.28479275,0.30943618,-0.00291163,-0.25593174,-0.28243655,-0.32437371,-0.3549456,-0.43584214,-0.43688027,0.06573202,-0.2794013,-0.14772454,-0.12153798,-0.13193958,0.0835505,0.35457211,-0.38400535,-0.34324344,0.10927262,0.14368141,0.05425727,0.07161578,0.52288252,0.47718337,0.36872107,0.26411768,-0.05664461,0.16938539,-0.15601492,-0.19825887,0.06137959,-0.21098516,0.27740387,0.37314358,0.56092263,0.64068056,0.58158333,0.65666106,0.28937256,0.28978825,0.6880011,0.55891058,0.37365172,0.0284684,0.60558975,0.69614407,0.42967423,0.24938001,0.69809641,0.4077243,0.02277195,0.04425149,0.633826,0,0.16976774,0.07398293,0.14848226,-0.01109213,-0.08415822,-0.41013261,-0.32067997,-0.23435629,-0.19623372,-0.27436733,0.28346525,0.1356642,0.11985489,0.37348191,-0.16686927,-0.10157709,0.18556104,0.19228937,-0.09289811,0.32958082,0.10090628,-0.29421297,0.31856713,-0.02510916,-0.04820453,-0.0864923,-0.25224973,0.08630352,-0.3494384,-0.28710031,0.09632196,-0.03407716,-0.38902854,-0.00546749,-0.12623894,-0.1532832,-0.14471232,0.00727761,0.02460652,0.34166455,0.14214843,0.45134134,-0.15944049,-0.01079917,-0.35017152,-0.33584445,-0.23940736,-0.08247998,-0.00522675,0.04056146,-0.16997645,-0.08179808,0.20648716,0.39553276,0.57712394,0.03975666,0.1069341,0.27686274,-0.0646636,0.20709243
Postcentral_L,0.46163049,0.52821965,0.36740354,-0.06568595,0.12229388,-0.29591584,0.35386544,-0.02791116,0.08778843,-0.09702075,-0.00720091,0.09437205,-0.08370374,0.02523987,-0.1561632,-0.36856326,0.28987969,0.58198731,0.38861681,0.30927807,-0.29839879,-0.27651182,0.02261012,-0.23779391,0.11637998,-0.14015787,0.10908079,0.13950592,0.04831181,0.14156561,0.09485602,-0.03172275,-0.14172626,0.00152885,-0.20070785,-0.25057781,0.14576049,0.21045954,0.12875763,0.12419921,0.5492938,0.17597738,-0.00415049,-0.00020197,-0.49667353,-0.49714037,-0.00585731,0.05699577,-0.04589283,-0.07514249,0.09674357,-0.0991642,0.28436616,0.49698696,-0.15556807,0.16976774,0,0.6847659,0.39176156,0.37634787,0.41863975,-0.09572167,-0.15841742,-0.09878474,-0.42847925,-0.38542696,-0.12204055,-0.29338146,0.47221058,0.25214799,0.13183,0.24110808,0.29423278,0.58936201,0.02793526,0.35023069,0.06236216,0.19982419,0.24961683,0.43570676,0.53293583,0.24018701,-0.40162514,0.06062025,-0.43115142,-0.66847848,-0.2972566,-0.30345245,-0.24922861,-0.1170377,-0.05098083,-0.00482308,-0.191808,0.06849078,-0.3713246,-0.37078705,-0.39220327,-0.12551778,-0.35716087,0.14960998,0.09758323,0.37787792,0.24821634,0.44628157,-0.33465449,-0.30914032,-0.12562144,-0.06325663,0.03027376,-0.14097002,-0.25931469,0.13032691,-0.01960012,0.34044693,0.17485829,0.07376916
Postcentral_R,0.19958847,0.73759331,-0.00064927,-0.21273665,0.03367104,0.11610176,0.1895484,0.14817726,0.14141765,0.09888195,0.1224246,-0.05420894,0.00771094,0.13441332,-0.06854495,-0.20638469,0.45265464,0.62717435,0.43213545,0.5612945,-0.52368177,-0.17164224,-0.13581828,-0.27985201,-0.20390005,-0.45183431,-0.18437431,-0.14018325,0.10022577,0.30289759,-0.01964861,-0.11745725,0.05539449,0.24818808,-0.3693342,-0.35630893,-0.12581295,-0.0764061,-0.16150669,-0.2256415,0.43263715,0.17549206,-0.27144589,-0.38467874,-0.51332791,-0.46415294,0.08799201,0.00804246,-0.04484601,-0.05031071,-0.09659106,-0.21097153,0.50092777,0.64792295,0.04187519,0.07398293,0.6847659,0,0.18932032,0.55709675,0.24235349,0.26298221,0.09334612,0.27954769,-0.43233029,-0.23057288,-0.21683121,-0.34472343,0.49974252,0.38284485,-0.25522564,-0.07878245,0.24025968,0.59979794,-0.009159,0.15693084,-0.03813439,0.41391013,0.09327314,0.57461111,0.61319694,0.557648,-0.23715076,0.18909977,-0.27199883,-0.41170879,-0.39227486,-0.28880975,0.04407063,-0.08501536,0.08702083,-0.20136114,-0.13492428,-0.17577877,-0.13762063,-0.47194229,-0.14184219,-0.32411384,0.01654255,-0.05888958,0.15303343,0.02239276,0.23692092,0.25220959,-0.57093738,-0.21168914,-0.25557644,-0.21848438,-0.10894021,-0.2159616,-0.23506216,0.2508283,0.01327706,0.27746714,0.17187317,0.03272036
Parietal_Sup_L,0.64108972,0.47152584,-0.0493963,-0.33422693,-0.12640982,-0.1106323,0.28850011,0.22524583,0.41668318,-0.43158504,0.00927318,0.25026734,-0.48601961,0.00567628,-0.55871978,-0.82011696,0.40579636,0.51291391,0.50457649,0.57699834,0.10952331,-0.0990304,-0.55054019,-0.74869796,-0.16966691,-0.00472451,-0.2806042,-0.12632686,0.59912018,0.34004581,-0.1781171,-0.48594387,0.40359555,0.3201783,-0.55973806,-0.27862909,0.01664948,0.08666419,0.29930934,0.1701664,0.15084447,0.00278397,0.09895017,0.09811199,-0.2496909,0.13496248,0.10208364,0.0089014,0.67662701,0.5638156,0.418995,0.48487986,0.53873794,0.04627919,0.23081601,0.14848226,0.39176156,0.18932032,0,0.68553037,0.81095401,0.29796052,0.36014778,0.44111673,-0.74021309,-0.2387186,0.53459459,0.35774537,0.29873146,0.41991829,0.14447494,0.15119533,0.25838947,0.33138299,0.21488336,0.22071799,-0.03728667,0.08571741,0.02001888,-0.07051562,0.09956131,-0.1045174,-0.73646791,-0.51912663,-0.79917347,-0.5321347,-0.49367436,-0.49872785,0.16257626,0.41121975,-0.37438375,-0.44203332,-0.5044072,-0.36947079,0.00632487,0.15738853,-0.13770947,0.07861551,-0.16873708,-0.0158293,0.42663307,0.30670202,0.21917498,0.58052248,0.05066034,0.0551179,-0.17049557,0.41609765,-0.10188618,0.22158709,-0.02578508,-0.37733025,0.1536305,-0.12648592,-0.06680336,-0.06691689
Parietal_Sup_R,0.41666809,0.6769742,-0.29668629,-0.30912483,-0.22504865,0.08024187,0.06204298,0.32211269,0.27317734,-0.04038752,0.15664676,0.02161741,-0.20263181,0.16096637,-0.39756866,-0.36591022,0.47540649,0.67807111,0.54022868,0.78954856,-0.21453036,-0.1200003,-0.51477429,-0.5506266,-0.34966234,-0.45808054,-0.3888638,-0.25861749,0.43193739,0.4870592,-0.32595809,-0.33204827,0.30854267,0.39675012,-0.52921882,-0.28595409,-0.25419239,-0.2052717,-0.08870729,-0.20204552,0.09886296,-0.02232275,-0.08345988,-0.25941068,-0.29983775,-0.08660769,0.19369002,-0.00448453,0.40251139,0.3039355,0.08628552,0.13477111,0.58506632,0.21297636,0.18048199,-0.01109213,0.37634787,0.55709675,0.68553037,0,0.54560861,0.50061435,0.45394581,0.64850945,-0.58050591,-0.02947473,0.17968108,0.0582184,0.53261492,0.61969985,-0.2280025,-0.18284826,0.06997581,0.38983182,0.12248039,0.05006328,-0.27373154,0.14626378,0.00567111,0.23002007,0.33898338,0.29563469,-0.45722908,-0.20122693,-0.47451647,-0.24721983,-0.44130628,-0.36832882,0.11944942,0.2327624,-0.07607816,-0.46793581,-0.25919784,-0.54376187,0.249383,0.0374776,-0.1054097,-0.24906832,0.20907208,-0.07712735,0.47323412,0.02222885,0.32729458,0.3444126,-0.34150413,-0.08617556,-0.34340009,0.22102727,0.04573241,0.04150551,-0.06701572,-0.04833453,0.12149919,-0.08658535,0.03057798,-0.24788651
Parietal_Inf_L,0.80730813,0.58450009,-0.07417931,-0.44453444,0.1747733,-0.04665601,0.60353641,0.38913539,0.56735115,-0.19794638,0.33736028,0.59840401,-0.16676275,0.18087956,-0.47773617,-0.77134784,0.31044464,0.37039562,0.5783818,0.56221946,-0.08401197,0.01309046,-0.53868278,-0.8220362,-0.31645922,-0.14847767,-0.28300438,-0.22150194,0.49921741,0.24226831,-0.20975481,-0.51319854,0.06526482,0.16888672,-0.72079762,-0.68791755,0.06879068,-0.04933947,0.19572552,-0.01163559,0.02238844,-0.10610388,-0.14912929,-0.12087977,-0.5713638,-0.07750451,-0.08362583,-0.20004521,0.4171134,0.38409453,0.16658844,0.26202651,0.564781,0.24368547,-0.04813559,-0.08415822,0.41863975,0.24235349,0.81095401,0.54560861,0,0.47488804,0.25561909,0.2978703,-0.6884554,-0.13427857,0.14952106,0.02583137,0.01621741,0.02523743,0.33063911,0.43325501,0.15518347,0.30119385,-0.05737256,0.09015439,-0.10046801,0.06167792,-0.17170777,-0.01825896,0.15458633,-0.24585034,-0.72679144,-0.57745068,-0.66402939,-0.60191336,-0.63538799,-0.63634714,0.45049969,0.5505306,-0.12475642,-0.14476702,-0.25876556,-0.18381207,-0.1289557,-0.05124679,-0.13561585,-0.05825245,-0.21305858,-0.04624328,0.42540758,0.38994163,0.15886031,0.57139338,0.00803986,-0.15496832,0.00100046,0.38275593,-0.14944648,0.09982905,-0.35548256,-0.39055922,0.30340881,-0.07731955,0.09346731,0.19063279
Parietal_Inf_R,0.20352365,0.65149257,-0.76685086,-0.52925791,-0.07970552,0.60791445,0.1327754,0.80574007,0.67750816,0.47797897,0.32990423,0.39452395,-0.03172644,0.64252695,-0.38366556,-0.23428953,0.52834418,0.16238869,0.34277599,0.69050709,-0.4569744,-0.14855166,-0.7915712,-0.68294712,-0.82541998,-0.67937332,-0.77327322,-0.75297457,0.47314997,0.22665403,-0.34535503,-0.37647129,0.25137972,0.51341477,-0.79426617,-0.5398672,-0.54234695,-0.72421144,-0.48133375,-0.62637559,-0.15313302,-0.38187457,-0.50010545,-0.47448042,-0.36934644,0.31520044,0.0105169,-0.18777583,0.28625211,0.42534182,-0.17912853,0.16351904,0.64394578,0.28873331,0.06022835,-0.41013261,-0.09572167,0.26298221,0.29796052,0.50061435,0.47488804,0,0.5272839,0.73871772,-0.53055422,0.46348978,-0.06597926,0.12680217,-0.11473055,-0.03409382,-0.19595415,0.01860857,-0.27599928,0.03831338,-0.15213875,-0.27860555,-0.3411997,0.13323904,-0.16229017,0.16195476,0.39923645,0.24795067,-0.27529754,-0.30345018,-0.29933941,0.1635427,-0.61265702,-0.62597354,0.6081093,0.60589434,0.15290394,-0.50495112,0.0185823,-0.68911664,0.16715626,-0.07844798,0.05747396,-0.38425162,0.47587521,-0.32424061,0.63580745,-0.08539119,0.36751206,0.23185814,-0.19273322,-0.15035147,0.10437596,0.28647781,-0.25980182,-0.17172404,-0.30680923,0.01554112,0.26746672,-0.32690044,0.06937461,-0.05054327
SupraMarginal_L,0.24164519,0.25535904,-0.44319695,-0.61321174,-0.54342799,0.2944119,0.1197066,0.33213168,0.40741806,0.08341319,0.28187683,-0.15829902,-0.13100627,0.19813176,-0.04229991,-0.37113623,0.49326355,0.2120006,0.50610715,0.62704596,0.03210104,-0.25555825,-0.46226295,-0.5514805,-0.71075383,-0.47681662,-0.68765529,-0.54584549,0.78443017,0.52117291,0.16614554,-0.13150953,0.772373,0.6834075,-0.53405169,-0.25329918,-0.74713493,-0.53966138,-0.47126605,-0.33519479,-0.18060485,-0.26888,-0.41782137,-0.31193486,-0.18062194,0.23668395,-0.16585873,-0.35641425,0.37526218,0.29529731,-0.19967005,0.14077304,0.42587897,-0.06941535,0.09514861,-0.32067997,-0.15841742,0.09334612,0.36014778,0.45394581,0.25561909,0.5272839,0,0.81097851,-0.31725764,-0.10874407,0.38334239,0.3064088,-0.01014132,0.2229109,0.00744396,-0.05818571,-0.1740871,-0.05754102,-0.08969102,-0.33512381,-0.01601956,0.1540143,-0.18523926,0.00092042,0.09127674,0.37793077,0.05434704,-0.14151387,-0.21346821,0.14237552,-0.24441152,-0.11461518,0.3618037,0.08017249,-0.30424241,-0.35578982,-0.5250275,-0.43538797,0.10361489,-0.02856686,-0.11278089,-0.17203154,0.29884691,0.00554394,0.54273347,0.27189855,0.49994723,0.3228886,0.2008881,0.23388176,-0.12617468,0.10679932,-0.48032377,-0.26655365,-0.31557102,-0.39359808,-0.1971478,-0.66655666,-0.19561865,-0.15175585
SupraMarginal_R,0.06235489,0.50101165,-0.67253758,-0.46835656,-0.58072995,0.5026654,-0.05467442,0.64285362,0.53022096,0.26680288,0.00893757,-0.07957624,-0.3992641,0.42936002,-0.46360855,-0.35180939,0.69746832,0.42300378,0.33507826,0.71663045,-0.29344405,-0.31781515,-0.77555619,-0.62687087,-0.80914872,-0.6139233,-0.84076892,-0.71877266,0.67548678,0.46809241,-0.12108899,-0.17415688,0.70742079,0.81150574,-0.69495342,-0.28744067,-0.70322615,-0.59036774,-0.43269383,-0.39546567,-0.12675239,-0.3760087,-0.34371627,-0.33810711,-0.15006415,0.42409637,0.15046132,-0.07672072,0.52047724,0.50910367,-0.03371425,0.34165407,0.6310238,0.03718952,0.2960028,-0.23435629,-0.09878474,0.27954769,0.44111673,0.64850945,0.2978703,0.73871772,0.81097851,0,-0.59345621,0.1843668,0.37517328,0.43759312,0.06882921,0.38254046,-0.29569042,-0.24480125,-0.23368562,-0.05153443,-0.00903665,-0.38840141,-0.25910538,0.1430144,-0.0256115,0.20713791,0.34630009,0.55394521,-0.2462075,-0.29847529,-0.44452117,0.2132213,-0.52077427,-0.44073502,0.329386,0.35731707,-0.13346142,-0.73511324,-0.38113311,-0.79048721,0.35746686,0.05669681,0.05275641,-0.24096834,0.55189554,-0.26591453,0.71265099,-0.0214499,0.55813441,0.28074556,-0.06641032,0.0244006,-0.33082042,0.13776014,-0.26419188,-0.12569084,-0.14227703,-0.10063933,-0.06148882,-0.45114149,-0.20929289,-0.31111305
